Min,Max,Mean,Median,Std,Label
536.0,2632.0,1584.0,1584.0,838.8802059889124,1
520.0,524.0,522.0,522.0,2.0,1
628.0,4064.0,2346.0,2346.0,1718.0,1
4696.0,4696.0,4696.0,4696.0,0.0,1
464.0,19060.0,3452.3809523809523,964.0,4883.632356938064,1
516.0,17824.0,3888.0,1190.0,5605.763819498642,1
1924.0,15912.0,7071.2,4048.0,5401.666350303394,1
2428.0,2428.0,2428.0,2428.0,0.0,1
488.0,59480.0,14844.8,1348.0,22688.60159992237,1
608.0,23016.0,9450.545454545454,5172.0,8074.331093754469,1
344.0,3024.0,1164.0,644.0,1098.3114312434338,1
676.0,1656.0,1166.0,1166.0,490.0,1
952.0,952.0,952.0,952.0,0.0,1
468.0,468.0,468.0,468.0,0.0,1
716.0,716.0,716.0,716.0,0.0,1
1904.0,1904.0,1904.0,1904.0,0.0,1
500.0,500.0,500.0,500.0,0.0,1
724.0,724.0,724.0,724.0,0.0,1
944.0,944.0,944.0,944.0,0.0,1
412.0,2344.0,905.8181818181819,528.0,672.7773937102845,1
1204.0,1468.0,1336.0,1336.0,132.0,1
1900.0,1900.0,1900.0,1900.0,0.0,1
720.0,720.0,720.0,720.0,0.0,1
1276.0,2064.0,1670.0,1670.0,394.0,1
1212.0,1212.0,1212.0,1212.0,0.0,1
416.0,1116.0,729.3333333333334,656.0,290.44027881055956,1
728.0,1448.0,1128.0,1208.0,299.3325909419153,1
472.0,2236.0,822.5,602.0,509.126457768598,1
312.0,1984.0,797.7142857142857,664.0,521.07957009208,1
756.0,3448.0,1682.6666666666667,844.0,1248.7960424166772,1
708.0,708.0,708.0,708.0,0.0,1
680.0,764.0,722.0,722.0,42.0,1
320.0,3140.0,1288.0,846.0,1097.8415186173277,1
612.0,1464.0,817.0,688.0,277.86147627909844,1
332.0,2080.0,1013.6,780.0,590.4336033797534,1
304.0,27416.0,958.0680272108843,588.0,2322.0577481726177,1
448.0,484.0,470.6666666666667,480.0,16.110727964792762,1
980.0,1524.0,1252.0,1252.0,272.0,1
324.0,31392.0,2085.3333333333335,1094.0,3585.826030004846,1
308.0,12188.0,1612.2614379084966,1128.0,1555.0722017209532,1
372.0,3200.0,1296.0,1010.0,884.520208926851,1
340.0,14516.0,1944.4615384615386,1316.0,1830.551957946819,1
312.0,9848.0,2067.6,1470.0,2014.2453078014105,1
448.0,8440.0,1087.265306122449,524.0,1256.8796278882144,1
424.0,21012.0,3657.1428571428573,848.0,7090.445793532336,1
312.0,3016.0,1077.7627118644068,944.0,575.2486960771042,1
