Min,Max,Mean,Median,Std,Label
308.0,912.0,458.1224489795918,436.0,111.66549281294988,1
520.0,552.0,536.0,536.0,16.0,1
308.0,1004.0,464.01393728222996,448.0,109.73493474419683,1
304.0,720.0,452.0,440.0,99.51265864586892,1
352.0,692.0,454.44444444444446,460.0,67.48351421908927,1
328.0,644.0,481.14285714285717,468.0,117.88060372552339,1
356.0,512.0,428.8888888888889,404.0,57.18672037854873,1
340.0,2628.0,528.6658624849216,504.0,154.8932331764238,1
376.0,876.0,535.0236220472441,520.0,117.21247041815323,1
316.0,2876.0,546.1566579634465,528.0,151.18127207052507,1
352.0,2408.0,521.5172413793103,504.0,172.30454163114658,1
344.0,924.0,526.3529411764706,508.0,138.10862782456704,1
388.0,828.0,524.9411764705883,508.0,106.84373999016745,1
304.0,1328.0,524.0382775119617,496.0,148.57794329373613,1
308.0,1040.0,551.4128440366973,522.0,140.46353217731627,1
380.0,988.0,517.2280701754386,506.0,96.8299318562877,1
380.0,928.0,534.5365853658536,508.0,106.57996674759055,1
380.0,848.0,512.2086956521739,500.0,79.0074840320921,1
336.0,1092.0,546.4249628528975,520.0,108.56334871600997,1
376.0,908.0,551.9047619047619,524.0,120.4356792419386,1
372.0,956.0,554.1818181818181,524.0,127.57793131380667,1
368.0,1024.0,550.434250764526,520.0,113.00940850647343,1
332.0,1268.0,550.8077753779697,528.0,150.6511560694861,1
376.0,1048.0,548.9402390438247,516.0,125.46369935133802,1
372.0,956.0,550.7081712062256,524.0,109.4149121791054,1
356.0,1164.0,538.9349112426036,508.0,125.04541858940384,1
364.0,1108.0,532.8,508.0,111.28117150010051,1
304.0,1176.0,582.9683257918552,520.0,195.5316777552791,1
364.0,936.0,557.7142857142857,516.0,144.7865893741027,1
388.0,956.0,528.3841807909605,504.0,96.06088805038948,1
304.0,1144.0,579.8095238095239,518.0,165.99989071930398,1
384.0,884.0,547.1192660550458,520.0,105.04395975985545,1
384.0,816.0,535.3333333333334,518.0,92.1231060411375,1
304.0,1440.0,595.710843373494,544.0,194.726903613381,1
360.0,1044.0,550.5333333333333,524.0,121.2739048600316,1
352.0,1148.0,539.2178770949721,516.0,109.01782189378643,1
376.0,1072.0,531.7300613496933,508.0,107.20235217120555,1
388.0,896.0,531.9540229885057,516.0,104.03093130277942,1
412.0,1144.0,563.7647058823529,520.0,125.02024749510387,1
396.0,1000.0,566.5957446808511,534.0,124.44765789825193,1
408.0,1024.0,540.6349206349206,516.0,109.2245831953597,1
372.0,1056.0,557.9215686274509,528.0,132.8785149332756,1
384.0,976.0,557.5730337078652,528.0,124.2420515071557,1
348.0,1000.0,549.9060402684564,528.0,110.29194584927703,1
356.0,1012.0,558.2164948453608,528.0,115.84380942255102,1
396.0,1132.0,571.4621848739496,532.0,136.11850928516753,1
408.0,1012.0,554.583850931677,520.0,116.82713029407154,1
376.0,1208.0,581.5932203389831,532.0,165.56847307404297,1
364.0,872.0,565.7142857142857,542.0,114.27999985713572,1
308.0,1068.0,566.9230769230769,536.0,127.80848199104089,1
372.0,960.0,553.2786885245902,536.0,117.83096132791398,1
372.0,896.0,586.3255813953489,580.0,112.9996338603314,1
364.0,1036.0,563.8153846153846,536.0,120.18808665408572,1
368.0,908.0,549.8810810810811,532.0,107.53657790733557,1
408.0,820.0,545.7142857142857,528.0,111.42710621747295,1
380.0,968.0,565.8647686832741,540.0,117.49604159622906,1
372.0,852.0,527.9574468085107,524.0,99.36735142717365,1
364.0,1132.0,539.5126050420168,516.0,110.69572692186439,1
380.0,904.0,555.5522388059702,528.0,108.96600641800745,1
364.0,1084.0,541.0370370370371,520.0,116.13540584460775,1
396.0,904.0,504.8135593220339,488.0,93.91457975586674,1
356.0,852.0,533.1304347826087,518.0,107.5842660016571,1
380.0,968.0,564.3098591549295,538.0,121.5774941586462,1
384.0,1088.0,565.8064516129032,532.0,136.90215154686808,1
432.0,904.0,545.3333333333334,532.0,91.40872800534724,1
376.0,868.0,525.1935483870968,510.0,105.91534031109659,1
348.0,1052.0,518.4080604534005,500.0,101.28984142218488,1
368.0,964.0,533.7204301075269,508.0,108.60507182273514,1
356.0,872.0,526.88,510.0,94.50516176378939,1
420.0,852.0,548.1951219512196,508.0,116.88627358169305,1
424.0,852.0,546.2222222222222,522.0,96.73994668155765,1
384.0,1048.0,548.6984126984127,524.0,112.00008998304703,1
404.0,892.0,529.472,508.0,92.55351541675769,1
372.0,752.0,518.6849315068494,508.0,71.70427791680669,1
384.0,992.0,516.032,502.0,66.21950600842625,1
388.0,840.0,536.3243243243244,524.0,90.55923969873936,1
416.0,984.0,536.2142857142857,500.0,100.06403561964606,1
412.0,876.0,555.1111111111111,484.0,167.62686369463208,1
392.0,892.0,536.6711409395973,504.0,103.98492682153893,1
388.0,844.0,524.5,508.0,97.07871195988065,1
384.0,700.0,496.45454545454544,500.0,66.16352144685116,1
368.0,1048.0,519.0,492.0,120.54459755625716,1
364.0,996.0,522.4857768052516,504.0,93.82912162361512,1
388.0,924.0,542.1224489795918,518.0,106.38429235234223,1
360.0,1012.0,510.6666666666667,504.0,90.07954699222675,1
364.0,816.0,521.9607843137255,496.0,94.73802077190028,1
384.0,1012.0,534.9866666666667,516.0,116.33715294589067,1
368.0,872.0,528.2564102564103,510.0,107.89042826029872,1
364.0,1040.0,522.972972972973,516.0,94.26830211186221,1
312.0,844.0,472.2167487684729,448.0,122.57545103857976,1
324.0,816.0,466.54545454545456,452.0,116.16839681571224,1
344.0,1296.0,592.3428571428572,472.0,261.41132808082284,1
328.0,756.0,485.4117647058824,492.0,110.05830477445576,1
304.0,1332.0,518.6169491525424,432.0,199.00426462728095,1
316.0,1628.0,526.2222222222222,456.0,264.1639969487716,1
304.0,756.0,414.9268292682927,400.0,85.02751068256255,1
304.0,1464.0,473.9194001874414,436.0,149.89657499219877,1
308.0,1244.0,496.35668789808915,448.0,176.68792931635156,1
304.0,1056.0,464.13311148086524,444.0,118.27369870541852,1
304.0,1804.0,474.4124700239808,432.0,161.0552510701104,1
316.0,804.0,479.8787878787879,460.0,127.12765180351683,1
308.0,1124.0,521.3802816901408,512.0,125.92423009041711,1
324.0,696.0,493.04761904761904,484.0,93.33221573674903,1
440.0,852.0,618.4,536.0,160.25180186194476,1
524.0,920.0,697.3333333333334,664.0,148.0840602120596,1
452.0,952.0,663.5675675675676,668.0,134.0553618070475,1
312.0,3092.0,641.2137701853679,640.0,158.45812624114473,1
324.0,1580.0,619.0777739370895,612.0,163.75036380310596,1
312.0,1208.0,576.3626062322946,560.0,106.81101876297636,1
308.0,1212.0,513.0871794871795,468.0,127.90744887089294,1
320.0,1072.0,544.0100166944908,524.0,110.66983745071947,1
316.0,1004.0,539.2475247524752,532.0,124.16879328779198,1
324.0,928.0,546.2681992337165,532.0,113.05254645845848,1
308.0,752.0,425.8705035971223,404.0,80.70666617135534,1
344.0,868.0,524.2352941176471,544.0,122.41084602645917,1
308.0,1248.0,544.2534653465347,524.0,104.25264650440722,1
436.0,1156.0,726.3655913978495,726.0,207.62226789984751,1
500.0,1204.0,830.2,850.0,182.40383767892607,1
400.0,1684.0,765.0555555555555,762.0,250.0879783467815,1
372.0,1476.0,782.304347826087,842.0,205.06773743721402,1
476.0,1700.0,789.0526315789474,836.0,225.077641267048,1
364.0,812.0,574.6666666666666,548.0,183.86468454334081,1
392.0,1760.0,798.3537906137184,824.0,194.11516668435465,1
364.0,1448.0,784.2474226804123,816.0,205.47541207547008,1
376.0,1268.0,702.3529411764706,688.0,205.82524698216943,1
460.0,1392.0,768.955223880597,808.0,209.02056121354303,1
352.0,2052.0,772.2597402597403,828.0,183.5088307863028,1
328.0,1272.0,493.1203007518797,432.0,137.26522655049848,1
404.0,788.0,561.7142857142857,520.0,140.03847867712676,1
380.0,1364.0,631.8563218390805,588.0,190.08431898003403,1
344.0,1292.0,729.475935828877,736.0,194.01252291175462,1
396.0,1292.0,697.0545454545454,688.0,180.72474481495263,1
352.0,1208.0,714.4602960969045,760.0,170.34964668237907,1
348.0,1324.0,713.8303571428571,752.0,154.577788345779,1
364.0,1196.0,775.2941176470588,816.0,194.7413864910506,1
376.0,1404.0,670.8849462365591,672.0,177.3760469495493,1
356.0,1828.0,683.3697126251211,672.0,158.69686369649168,1
388.0,908.0,616.2941176470588,542.0,154.97751818205282,1
400.0,1416.0,598.8333333333334,524.0,156.60864764922312,1
364.0,1524.0,770.3952662721894,796.0,169.11061462129402,1
448.0,1268.0,787.1836734693877,808.0,179.99905594643454,1
368.0,1492.0,738.7482868889904,768.0,171.56189797280985,1
368.0,1436.0,721.5356679636835,744.0,154.85384000022674,1
372.0,1376.0,692.8521607278241,700.0,168.0265380573572,1
348.0,1144.0,662.4,716.0,226.89463046386382,1
372.0,1100.0,733.4545454545455,684.0,216.86877625813838,1
304.0,1764.0,578.3841721926296,512.0,160.46110801397123,1
356.0,1288.0,734.3269639065818,808.0,173.06848323325363,1
416.0,1232.0,696.2361904761905,708.0,179.91499957258097,1
360.0,852.0,639.6666666666666,644.0,143.81894481913324,1
376.0,1592.0,722.9048414023372,760.0,154.3448659132116,1
360.0,2188.0,548.7272727272727,472.0,171.3527653544429,1
376.0,588.0,498.4,500.0,71.13255232311013,1
384.0,680.0,516.5714285714286,520.0,98.2691015860561,1
320.0,468.0,394.0,394.0,74.0,1
388.0,628.0,538.4,548.0,87.5479297299485,1
436.0,712.0,542.3529411764706,552.0,69.97221396128322,1
496.0,724.0,571.2,548.0,78.92882870029176,1
424.0,1044.0,604.0,560.0,135.03297657203873,1
360.0,1448.0,636.2461538461539,596.0,203.62968128588648,1
436.0,780.0,608.0,608.0,172.0,1
348.0,2520.0,672.5813353006271,660.0,148.94375913266347,1
404.0,4392.0,706.7535211267606,672.0,250.8616050374546,1
344.0,1848.0,688.3207354443309,672.0,145.61969987807748,1
352.0,2228.0,702.4319754035357,684.0,155.8543665542863,1
380.0,2116.0,749.1028806584362,724.0,202.20391072957898,1
320.0,2340.0,757.4077253218884,700.0,272.3167988029319,1
312.0,6024.0,733.6816266715516,688.0,301.1090943409786,1
328.0,4000.0,687.4851959609789,672.0,149.72065463961422,1
428.0,1376.0,685.2746823069403,676.0,124.5433881702378,1
432.0,1272.0,674.8656716417911,652.0,151.404656518859,1
420.0,1512.0,723.9446494464945,704.0,147.86883548696778,1
448.0,1388.0,709.5941605839416,688.0,144.3271384238226,1
464.0,1684.0,724.0552486187845,708.0,158.0269130081422,1
396.0,1408.0,742.4888888888889,724.0,155.77342837484935,1
412.0,1084.0,679.5463917525773,688.0,127.19447085001612,1
440.0,1200.0,598.0,578.0,136.40527849024025,1
380.0,1144.0,661.5294117647059,630.0,175.90643156053125,1
388.0,1144.0,632.0,588.0,161.63936272483122,1
388.0,1160.0,621.1533742331288,596.0,141.43573982867446,1
304.0,404.0,334.85714285714283,328.0,30.740520357286318,1
340.0,860.0,495.8709677419355,484.0,125.59631747618879,1
316.0,928.0,485.8076923076923,452.0,128.17881717194004,1
324.0,792.0,475.8666666666667,438.0,119.20395220890211,1
336.0,808.0,475.3333333333333,406.0,156.34861332576278,1
340.0,948.0,548.2,512.0,146.3829225012262,1
364.0,1520.0,616.8571428571429,504.0,278.6300304661201,1
372.0,564.0,477.8181818181818,464.0,60.67172200654659,1
